time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),cloudcover (%)
2022-02-01T00:00,-5.8,67,-11,-10.6,0,0,0,0
2022-02-01T01:00,-7.1,70,-11.6,-12,0,0,0,1
2022-02-01T02:00,-8.6,73,-12.6,-13.7,0,0,0,7
2022-02-01T03:00,-9.8,75,-13.3,-15,0,0,0,26
2022-02-01T04:00,-10.8,77,-14,-16,0,0,0,34
2022-02-01T05:00,-11.6,78,-14.6,-17,0,0,0,24
2022-02-01T06:00,-12.5,80,-15.3,-17.9,0,0,0,0
2022-02-01T07:00,-12,76,-15.4,-17,0,0,0,0
2022-02-01T08:00,-12.8,76,-16.1,-17.8,0,0,0,0
2022-02-01T09:00,-13.2,77,-16.5,-18.3,0,0,0,0
2022-02-01T10:00,-13.4,77,-16.6,-18.4,0,0,0,2
2022-02-01T11:00,-13.7,77,-16.8,-18.8,0,0,0,2
2022-02-01T12:00,-13.8,77,-16.9,-18.8,0,0,0,0
2022-02-01T13:00,-12.6,75,-16.1,-17.4,0,0,0,0
2022-02-01T14:00,-9.9,69,-14.5,-14.7,0,0,0,0
2022-02-01T15:00,-8.3,69,-12.9,-13,0,0,0,0
2022-02-01T16:00,-4.8,68,-9.8,-9.4,0,0,0,0
2022-02-01T17:00,-2.3,68,-7.5,-6.5,0,0,0,10
2022-02-01T18:00,-1.1,69,-6.1,-5.2,0,0,0,25
2022-02-01T19:00,-0.5,69,-5.4,-4.6,0,0,0,28
2022-02-01T20:00,-0.4,73,-4.7,-4.3,0,0,0,22
2022-02-01T21:00,-1.1,81,-3.9,-4.5,0,0,0,17
2022-02-01T22:00,-2.4,86,-4.4,-6.4,0,0,0,26
2022-02-01T23:00,-3.1,87,-4.9,-7,0,0,0,49
2022-02-02T00:00,-3.8,88,-5.4,-7.1,0,0,0,65
2022-02-02T01:00,-4,88,-5.7,-8.1,0,0,0,66
2022-02-02T02:00,-4.1,88,-5.8,-8.1,0,0,0,72
2022-02-02T03:00,-4.2,89,-5.8,-7.8,0,0,0,78
2022-02-02T04:00,-4.1,90,-5.6,-7.7,0,0,0,80
2022-02-02T05:00,-3.5,90,-5,-6.7,0,0,0,82
2022-02-02T06:00,-2.7,89,-4.2,-6,0,0,0,72
2022-02-02T07:00,-2.5,89,-4.1,-5.8,0,0,0,80
2022-02-02T08:00,-2.6,90,-4,-5.9,0,0,0,100
2022-02-02T09:00,-2.3,90,-3.7,-5.6,0,0,0,100
2022-02-02T10:00,-2.5,91,-3.8,-5.7,0,0,0,81
2022-02-02T11:00,-2.4,91,-3.6,-5.7,0,0,0,73
2022-02-02T12:00,-2,91,-3.2,-5.2,0,0,0,62
2022-02-02T13:00,-0.4,90,-1.8,-3.4,0,0,0,71
2022-02-02T14:00,1.5,86,-0.6,-1.4,0,0,0,68
2022-02-02T15:00,3.2,85,1,0.6,0,0,0,80
2022-02-02T16:00,3.2,89,1.6,0.7,0,0,0,87
2022-02-02T17:00,3.6,90,2,1.2,0,0,0,93
2022-02-02T18:00,4.4,87,2.5,2,0,0,0,91
2022-02-02T19:00,4,90,2.5,1.7,0,0,0,93
2022-02-02T20:00,3.7,92,2.5,1.4,0,0,0,86
2022-02-02T21:00,3,95,2.3,0.7,0,0,0,100
2022-02-02T22:00,2.4,98,2.1,0,0,0,0,100
2022-02-02T23:00,2.1,99,1.9,-0.4,0,0,0,100
2022-02-03T00:00,1.9,100,1.8,-0.9,0,0,0,100
2022-02-03T01:00,1.8,100,1.8,-1,0,0,0,100
2022-02-03T02:00,1.8,100,1.8,-1.1,0,0,0,100
2022-02-03T03:00,1.6,100,1.6,-1.4,0,0,0,100
2022-02-03T04:00,1.8,100,1.8,-1,0,0,0,100
2022-02-03T05:00,1.9,100,1.9,-0.9,0,0,0,100
2022-02-03T06:00,2.1,100,2.1,-0.7,0,0,0,100
2022-02-03T07:00,2.3,100,2.3,-0.6,0,0,0,100
2022-02-03T08:00,2.4,100,2.4,-0.5,0,0,0,100
2022-02-03T09:00,2.6,100,2.6,-0.4,0,0,0,100
2022-02-03T10:00,2.7,100,2.7,-0.4,0.1,0.1,0,100
2022-02-03T11:00,2.8,99,2.7,-0.2,0.3,0.3,0,100
2022-02-03T12:00,2.7,99,2.6,-0.2,0.4,0.4,0,100
2022-02-03T13:00,2.6,99,2.4,-0.2,0.5,0.5,0,100
2022-02-03T14:00,2.5,99,2.4,-0.4,0.6,0.6,0,100
2022-02-03T15:00,3.3,98,3,0.6,0.6,0.6,0,100
2022-02-03T16:00,3.4,98,3.1,0.6,0.6,0.6,0,100
2022-02-03T17:00,3.8,98,3.5,1.2,0.5,0.5,0,100
2022-02-03T18:00,4.2,98,3.9,1.7,0.5,0.5,0,100
2022-02-03T19:00,3.6,99,3.5,0.9,0.7,0.7,0,100
2022-02-03T20:00,5.1,98,4.8,2.6,0.7,0.7,0,100
2022-02-03T21:00,3.4,100,3.4,0.7,0.8,0.8,0,100
2022-02-03T22:00,3.1,100,3.1,0.4,0.9,0.9,0,100
2022-02-03T23:00,3.2,100,3.2,0.4,1,1,0,100
2022-02-04T00:00,3.7,100,3.7,0.8,1.1,1.1,0,100
2022-02-04T01:00,4.2,100,4.2,1.4,0.5,0.5,0,100
2022-02-04T02:00,5.7,97,5.3,2.9,0.4,0.4,0,100
2022-02-04T03:00,7.3,94,6.4,3.7,0.4,0.4,0,100
2022-02-04T04:00,8.9,92,7.7,5.3,0.5,0.5,0,96
2022-02-04T05:00,9.3,91,7.9,5.7,0.8,0.8,0,96
2022-02-04T06:00,9.5,90,8,5.7,0.7,0.7,0,91
2022-02-04T07:00,10.5,91,9.1,6.8,1,1,0,100
2022-02-04T08:00,10.7,93,9.6,7.4,1.5,1.5,0,100
2022-02-04T09:00,10.9,94,10,7.8,1.9,1.9,0,100
2022-02-04T10:00,11.1,94,10.2,7.7,2.4,2.4,0,100
2022-02-04T11:00,11.1,95,10.3,8.1,0.8,0.8,0,100
2022-02-04T12:00,10.8,96,10.2,9.5,1.3,1.3,0,100
2022-02-04T13:00,8.5,99,8.4,6,2.3,2.3,0,100
2022-02-04T14:00,3.7,97,3.3,-0.7,0.9,0.9,0,100
2022-02-04T15:00,0.7,94,-0.2,-3.9,0.4,0.4,0,100
2022-02-04T16:00,-0.1,95,-0.8,-4.4,0.8,0.8,0,100
2022-02-04T17:00,-0.1,95,-0.8,-4.4,1,1,0,100
2022-02-04T18:00,-0.2,95,-0.9,-4.7,1.1,1.1,0,100
2022-02-04T19:00,-0.1,95,-0.8,-4.4,1.1,1.1,0,100
2022-02-04T20:00,-0.3,94,-1.2,-4.7,0.5,0.5,0,100
2022-02-04T21:00,-0.5,94,-1.4,-5.3,0.7,0.7,0,100
2022-02-04T22:00,-1,93,-2,-5.6,1.1,1.1,0,100
2022-02-04T23:00,-1.5,93,-2.5,-6,0.8,0.8,0,100
2022-02-05T00:00,-1.9,92,-3.1,-6.5,0.4,0.4,0,100
2022-02-05T01:00,-2,89,-3.5,-6.7,0.1,0.1,0,100
2022-02-05T02:00,-2.1,89,-3.7,-6.8,0,0,0,100
2022-02-05T03:00,-2.2,86,-4.2,-6.8,0,0,0,100
2022-02-05T04:00,-2.4,83,-4.9,-7.1,0,0,0,100
2022-02-05T05:00,-2.7,78,-5.9,-7.6,0,0,0,100
2022-02-05T06:00,-3,72,-7.3,-8.3,0,0,0,100
2022-02-05T07:00,-3,69,-7.8,-8.4,0,0,0,79
2022-02-05T08:00,-3.5,64,-9.2,-9.1,0,0,0,46
2022-02-05T09:00,-3.9,60,-10.5,-9.5,0,0,0,61
2022-02-05T10:00,-4.2,56,-11.6,-10.1,0,0,0,58
2022-02-05T11:00,-4.3,52,-12.7,-10.2,0,0,0,57
2022-02-05T12:00,-4.7,51,-13.4,-10.6,0,0,0,50
2022-02-05T13:00,-4.9,49,-13.9,-11.2,0,0,0,40
2022-02-05T14:00,-4.5,47,-14.1,-11.2,0,0,0,9
2022-02-05T15:00,-3.6,43,-14.4,-10.5,0,0,0,10
2022-02-05T16:00,-2.6,38,-15,-9.5,0,0,0,0
2022-02-05T17:00,-1.8,34,-15.5,-8.6,0,0,0,0
2022-02-05T18:00,-1.4,36,-14.6,-8.3,0,0,0,0
2022-02-05T19:00,-1.4,35,-14.8,-8.4,0,0,0,0
2022-02-05T20:00,-1.8,35,-15.3,-8.6,0,0,0,0
2022-02-05T21:00,-2.4,34,-16.1,-8.9,0,0,0,0
2022-02-05T22:00,-3.3,35,-16.5,-9.4,0,0,0,0
2022-02-05T23:00,-4.3,35,-17.4,-10.2,0,0,0,0
2022-02-06T00:00,-5.1,35,-18,-10.9,0,0,0,0
2022-02-06T01:00,-5.7,36,-18.4,-11.5,0,0,0,0
2022-02-06T02:00,-6.3,36,-18.9,-12,0,0,0,0
2022-02-06T03:00,-6.8,36,-19.5,-12.6,0,0,0,0
2022-02-06T04:00,-7.3,36,-19.7,-12.9,0,0,0,0
2022-02-06T05:00,-7.6,37,-19.9,-13.1,0,0,0,0
2022-02-06T06:00,-7.9,37,-20,-13.2,0,0,0,0
2022-02-06T07:00,-7.9,41,-18.9,-13.1,0,0,0,0
2022-02-06T08:00,-8,41,-18.9,-13.2,0,0,0,0
2022-02-06T09:00,-8.2,41,-19,-13.1,0,0,0,0
2022-02-06T10:00,-8.3,41,-19.2,-13.4,0,0,0,0
2022-02-06T11:00,-8.4,41,-19.3,-13.3,0,0,0,0
2022-02-06T12:00,-8.6,42,-19.2,-13.2,0,0,0,0
2022-02-06T13:00,-8,41,-18.9,-12.6,0,0,0,2
2022-02-06T14:00,-6.7,39,-18.3,-11.3,0,0,0,8
2022-02-06T15:00,-5.1,38,-17.1,-9.7,0,0,0,11
2022-02-06T16:00,-3.5,39,-15.4,-8.2,0,0,0,20
2022-02-06T17:00,-2.1,41,-13.7,-6.7,0,0,0,26
2022-02-06T18:00,-1.1,43,-12,-5.8,0,0,0,29
2022-02-06T19:00,-1,46,-11.3,-5.9,0,0,0,37
2022-02-06T20:00,-0.7,47,-10.7,-5.6,0,0,0,43
2022-02-06T21:00,-0.9,50,-10,-5.6,0,0,0,45
2022-02-06T22:00,-1.8,58,-8.9,-6,0,0,0,12
2022-02-06T23:00,-2.9,67,-8.2,-7.1,0,0,0,0
2022-02-07T00:00,-3.6,72,-7.8,-7.6,0,0,0,0
2022-02-07T01:00,-4.4,78,-7.7,-8.3,0,0,0,2
2022-02-07T02:00,-3.7,75,-7.6,-7.7,0,0,0,7
2022-02-07T03:00,-2.6,69,-7.5,-6.6,0,0,0,29
2022-02-07T04:00,-4,78,-7.4,-7.7,0,0,0,64
2022-02-07T05:00,-4.2,80,-7.2,-7.9,0,0,0,90
2022-02-07T06:00,-3.4,76,-7.1,-7.1,0,0,0,100
2022-02-07T07:00,-2.8,80,-5.9,-6.5,0,0,0,100
2022-02-07T08:00,-2.3,79,-5.5,-5.8,0,0,0,100
2022-02-07T09:00,-2.1,81,-5,-5.6,0,0,0,100
2022-02-07T10:00,-1.8,82,-4.5,-5.2,0,0,0,100
2022-02-07T11:00,-1.4,83,-3.9,-4.8,0.1,0.1,0,100
2022-02-07T12:00,-1.2,85,-3.4,-4.8,0.1,0.1,0,100
2022-02-07T13:00,-0.8,87,-2.7,-4.5,0.3,0.3,0,100
2022-02-07T14:00,-0.2,89,-1.8,-3.9,0.4,0.4,0,100
2022-02-07T15:00,0.2,93,-0.8,-3.2,0.3,0.3,0,100
2022-02-07T16:00,1,94,0.1,-2.3,0.2,0.2,0,100
2022-02-07T17:00,1.4,95,0.7,-1.8,0.1,0.1,0,100
2022-02-07T18:00,2,95,1.3,-1.1,0.1,0.1,0,100
2022-02-07T19:00,1.6,96,1,-1.8,0.1,0.1,0,100
2022-02-07T20:00,1.7,96,1.1,-1.5,0,0,0,100
2022-02-07T21:00,1.7,96,1.1,-1.6,0,0,0,100
2022-02-07T22:00,1.4,96,0.9,-1.8,0.1,0.1,0,100
2022-02-07T23:00,1,97,0.6,-2.5,0.1,0.1,0,100
2022-02-08T00:00,0.9,97,0.5,-2.6,0.1,0.1,0,100
2022-02-08T01:00,0.7,98,0.4,-2.8,0.3,0.3,0,100
2022-02-08T02:00,0.7,98,0.3,-2.8,0.4,0.4,0,100
2022-02-08T03:00,0.6,98,0.2,-2.9,0.3,0.3,0,100
2022-02-08T04:00,0.5,98,0.2,-3.2,0.3,0.3,0,100
2022-02-08T05:00,0.4,98,0.1,-3.2,0.3,0.3,0,100
2022-02-08T06:00,0.4,97,0.1,-3.1,0.3,0.3,0,100
2022-02-08T07:00,1.2,98,0.9,-2.4,0.5,0.5,0,100
2022-02-08T08:00,1.4,98,1.1,-2.3,0.3,0.3,0,100
2022-02-08T09:00,1.4,98,1.1,-2.4,0.1,0.1,0,96
2022-02-08T10:00,1.4,97,0.9,-2.3,0,0,0,78
2022-02-08T11:00,1.2,96,0.7,-2.4,0,0,0,50
2022-02-08T12:00,0.7,95,0,-3,0,0,0,32
2022-02-08T13:00,0.7,94,-0.1,-3.3,0,0,0,35
2022-02-08T14:00,2.1,89,0.4,-1.5,0,0,0,6
2022-02-08T15:00,3.9,80,0.8,0.2,0,0,0,7
2022-02-08T16:00,5.5,71,0.8,2.2,0,0,0,15
2022-02-08T17:00,6.9,62,0.1,3.1,0,0,0,12
2022-02-08T18:00,7.6,54,-1.1,3.2,0,0,0,23
2022-02-08T19:00,6.7,52,-2.5,2,0,0,0,65
2022-02-08T20:00,5.9,51,-3.5,1,0,0,0,69
2022-02-08T21:00,4.7,52,-4.2,-0.2,0,0,0,72
2022-02-08T22:00,3.4,52,-5.5,-1.8,0,0,0,76
2022-02-08T23:00,2.1,53,-6.5,-2.8,0,0,0,90
2022-02-09T00:00,0.9,57,-6.7,-3.8,0,0,0,83
2022-02-09T01:00,-0.2,61,-6.8,-5,0,0,0,0
2022-02-09T02:00,-1.1,64,-7.1,-6,0,0,0,0
2022-02-09T03:00,-1.7,66,-7.3,-6.5,0,0,0,0
2022-02-09T04:00,-2.4,68,-7.4,-7,0,0,0,0
2022-02-09T05:00,-3,71,-7.5,-7.5,0,0,0,0
2022-02-09T06:00,-3.4,72,-7.8,-7.9,0,0,0,0
2022-02-09T07:00,-3.5,71,-8.1,-8,0,0,0,0
2022-02-09T08:00,-3.9,72,-8.2,-8.2,0,0,0,0
2022-02-09T09:00,-4.1,72,-8.5,-8.2,0,0,0,0
2022-02-09T10:00,-3.3,67,-8.6,-7.6,0,0,0,0
2022-02-09T11:00,-3.6,69,-8.5,-7.4,0,0,0,0
2022-02-09T12:00,-3.8,71,-8.4,-7.7,0,0,0,0
2022-02-09T13:00,-2.9,70,-7.5,-6.8,0,0,0,0
2022-02-09T14:00,0.5,56,-7.3,-3.7,0,0,0,0
2022-02-09T15:00,2.3,50,-6.9,-1.8,0,0,0,0
2022-02-09T16:00,4.1,51,-5.2,0.1,0,0,0,0
2022-02-09T17:00,5.4,49,-4.3,1.6,0,0,0,0
2022-02-09T18:00,6.5,49,-3.5,2.6,0,0,0,0
2022-02-09T19:00,6.7,49,-3.3,2.4,0,0,0,0
2022-02-09T20:00,6.7,51,-2.7,2.4,0,0,0,0
2022-02-09T21:00,6.1,57,-1.8,2.2,0,0,0,0
2022-02-09T22:00,4.2,67,-1.4,0.5,0,0,0,0
2022-02-09T23:00,2.3,75,-1.6,-1.7,0,0,0,0
2022-02-10T00:00,1.3,80,-1.7,-2.7,0,0,0,3
2022-02-10T01:00,0.5,84,-1.9,-3.2,0,0,0,0
2022-02-10T02:00,-0.4,86,-2.4,-4.1,0,0,0,0
2022-02-10T03:00,-1.1,88,-2.9,-5.1,0,0,0,0
2022-02-10T04:00,-1.5,89,-3.1,-5.3,0,0,0,0
2022-02-10T05:00,-1.7,90,-3.1,-5.5,0,0,0,0
2022-02-10T06:00,-1.8,91,-3,-5.5,0,0,0,7
2022-02-10T07:00,-1.5,92,-2.7,-5.3,0,0,0,25
2022-02-10T08:00,-1.2,92,-2.3,-4.8,0,0,0,65
2022-02-10T09:00,-0.7,92,-1.9,-4.3,0,0,0,77
2022-02-10T10:00,-0.5,91,-1.8,-3.8,0.3,0.3,0,62
2022-02-10T11:00,-1,90,-2.4,-4.2,0.2,0.2,0,20
2022-02-10T12:00,-1.7,91,-3,-5.5,0,0,0,14
2022-02-10T13:00,-0.7,91,-2,-4,0,0,0,2
2022-02-10T14:00,3.1,78,-0.3,-0.1,0,0,0,0
2022-02-10T15:00,5.3,71,0.6,1.8,0,0,0,0
2022-02-10T16:00,7.2,66,1.4,3.5,0,0,0,0
2022-02-10T17:00,8.9,60,1.4,5.2,0,0,0,10
2022-02-10T18:00,9.5,51,0,4.4,0,0,0,27
2022-02-10T19:00,10.5,48,-0.2,5.5,0,0,0,34
2022-02-10T20:00,10.1,47,-0.7,5,0,0,0,14
2022-02-10T21:00,9.4,48,-1.1,4.6,0,0,0,0
2022-02-10T22:00,7.7,52,-1.5,4,0,0,0,25
2022-02-10T23:00,5.4,60,-1.9,1.7,0,0,0,0
2022-02-11T00:00,3.5,67,-2.1,-0.5,0,0,0,0
2022-02-11T01:00,1.9,73,-2.3,-1.9,0,0,0,2
2022-02-11T02:00,0.5,80,-2.5,-3.4,0,0,0,14
2022-02-11T03:00,-0.8,84,-3.2,-4.6,0,0,0,8
2022-02-11T04:00,-1.1,83,-3.7,-4.7,0,0,0,0
2022-02-11T05:00,-2.4,87,-4.2,-6.2,0,0,0,1
2022-02-11T06:00,-2.7,88,-4.4,-6.5,0,0,0,11
2022-02-11T07:00,-1.6,80,-4.7,-5.5,0,0,0,25
2022-02-11T08:00,-0.6,76,-4.4,-4.6,0,0,0,18
2022-02-11T09:00,-1.7,80,-4.7,-5.5,0,0,0,5
2022-02-11T10:00,-2.3,82,-5,-5.4,0,0,0,0
2022-02-11T11:00,-1.7,79,-4.8,-4.7,0,0,0,0
2022-02-11T12:00,-0.5,74,-4.5,-4.1,0,0,0,0
2022-02-11T13:00,0.1,76,-3.6,-3.4,0,0,0,2
2022-02-11T14:00,3.5,68,-1.9,0.3,0,0,0,0
2022-02-11T15:00,6.5,62,-0.4,3.3,0,0,0,0
2022-02-11T16:00,8.8,57,0.7,5.5,0,0,0,0
2022-02-11T17:00,10.5,53,1.3,7.2,0,0,0,0
2022-02-11T18:00,11.6,49,1.3,7.8,0,0,0,0
2022-02-11T19:00,12.3,44,0.4,7.9,0,0,0,4
2022-02-11T20:00,12,48,1.3,7.6,0,0,0,8
2022-02-11T21:00,10.7,55,2,6.6,0,0,0,4
2022-02-11T22:00,8.5,61,1.5,4.3,0,0,0,4
2022-02-11T23:00,6.8,66,0.9,2.4,0,0,0,3
2022-02-12T00:00,6.4,65,0.3,1.9,0,0,0,2
2022-02-12T01:00,6.7,60,-0.6,1.8,0,0,0,1
2022-02-12T02:00,6.9,57,-1.1,1.7,0,0,0,11
2022-02-12T03:00,7.2,56,-1.1,1.9,0,0,0,2
2022-02-12T04:00,7.6,54,-1.1,2.2,0,0,0,0
2022-02-12T05:00,7.8,55,-0.8,2.6,0,0,0,4
2022-02-12T06:00,8,56,-0.2,3,0,0,0,14
2022-02-12T07:00,8.4,55,-0.2,3.5,0,0,0,14
2022-02-12T08:00,8.5,57,0.4,3.8,0,0,0,27
2022-02-12T09:00,8.4,59,0.8,3.9,0,0,0,50
2022-02-12T10:00,8,61,0.8,4,0,0,0,47
2022-02-12T11:00,7.5,63,0.9,4,0,0,0,51
2022-02-12T12:00,6.8,66,0.9,3.3,0,0,0,48
2022-02-12T13:00,6.7,69,1.3,3.4,0,0,0,27
2022-02-12T14:00,7.9,67,2.2,5,0,0,0,9
2022-02-12T15:00,9.8,61,2.6,6.7,0,0,0,24
2022-02-12T16:00,11.1,56,2.6,7.5,0,0,0,40
2022-02-12T17:00,12,51,2.2,8,0,0,0,56
2022-02-12T18:00,12.5,48,1.7,8.1,0,0,0,65
2022-02-12T19:00,13,46,1.5,8.7,0,0,0,48
2022-02-12T20:00,12.7,46,1.4,8.5,0,0,0,41
2022-02-12T21:00,11.7,48,0.9,7.7,0,0,0,50
2022-02-12T22:00,9.8,49,-0.3,6.2,0,0,0,76
2022-02-12T23:00,7.8,53,-1.1,4.1,0,0,0,78
2022-02-13T00:00,6.6,56,-1.5,2.7,0,0,0,88
2022-02-13T01:00,5.7,57,-2.1,1.8,0,0,0,92
2022-02-13T02:00,4.8,59,-2.6,0.9,0,0,0,89
2022-02-13T03:00,4.1,58,-3.3,-0.1,0,0,0,87
2022-02-13T04:00,3.3,60,-3.8,-1.2,0,0,0,83
2022-02-13T05:00,2.6,61,-4.1,-1.6,0,0,0,53
2022-02-13T06:00,2.1,63,-4.3,-2,0,0,0,56
2022-02-13T07:00,2.1,63,-4.3,-2.2,0,0,0,54
2022-02-13T08:00,1.4,67,-4,-2.8,0.1,0,0.07,66
2022-02-13T09:00,0.9,70,-4,-3.2,0.2,0,0.14,75
2022-02-13T10:00,0.4,72,-4,-3.4,0.3,0,0.21,62
2022-02-13T11:00,0,75,-3.9,-3.6,0.4,0,0.28,61
2022-02-13T12:00,-0.5,78,-3.9,-4.1,0.5,0,0.35,62
2022-02-13T13:00,-0.7,78,-4,-4.7,0.5,0,0.35,93
2022-02-13T14:00,-0.7,77,-4.3,-4.8,0.4,0,0.28,100
2022-02-13T15:00,-0.6,74,-4.6,-4.7,0.3,0,0.21,100
2022-02-13T16:00,-0.4,72,-4.9,-4.5,0.2,0,0.14,100
2022-02-13T17:00,-0.4,71,-5,-4.5,0.2,0,0.14,100
2022-02-13T18:00,-0.4,70,-5.1,-4.5,0.2,0,0.14,100
2022-02-13T19:00,0,68,-5.2,-4.2,0.1,0,0.07,100
2022-02-13T20:00,-0.2,68,-5.3,-4.5,0.1,0,0.07,100
2022-02-13T21:00,-0.2,66,-5.8,-4.4,0.1,0,0.07,100
2022-02-13T22:00,-0.7,70,-5.5,-5,0.2,0,0.14,100
2022-02-13T23:00,-1.1,72,-5.4,-5.2,0.1,0,0.07,100
2022-02-14T00:00,-1.3,71,-5.9,-5.5,0.1,0,0.07,100
2022-02-14T01:00,-1.6,68,-6.8,-6.1,0,0,0,100
2022-02-14T02:00,-2,65,-7.8,-6.8,0,0,0,100
2022-02-14T03:00,-2.5,59,-9.4,-7.9,0,0,0,100
2022-02-14T04:00,-3.6,56,-11.1,-9.4,0,0,0,100
2022-02-14T05:00,-4.8,55,-12.5,-10.5,0,0,0,100
2022-02-14T06:00,-5.7,55,-13.4,-11.6,0,0,0,53
2022-02-14T07:00,-6.2,48,-15.5,-12.4,0,0,0,5
2022-02-14T08:00,-6.9,48,-16.1,-13,0,0,0,0
2022-02-14T09:00,-7.4,48,-16.6,-13.5,0,0,0,0
2022-02-14T10:00,-7.7,47,-17.1,-13.7,0,0,0,0
2022-02-14T11:00,-8.1,46,-17.7,-14.2,0,0,0,0
2022-02-14T12:00,-8.5,46,-18.1,-14.8,0,0,0,0
2022-02-14T13:00,-8.4,44,-18.6,-15,0,0,0,0
2022-02-14T14:00,-7.8,42,-18.5,-14.6,0,0,0,5
2022-02-14T15:00,-6.7,37,-18.9,-14,0,0,0,42
2022-02-14T16:00,-5.4,34,-18.7,-12.9,0,0,0,100
2022-02-14T17:00,-4.5,33,-18.5,-11.6,0,0,0,91
2022-02-14T18:00,-3.6,31,-18.5,-10.4,0,0,0,53
2022-02-14T19:00,-3,26,-19.9,-9.9,0,0,0,34
2022-02-14T20:00,-2.8,28,-18.8,-9.9,0,0,0,7
2022-02-14T21:00,-3.2,28,-19,-10,0,0,0,17
2022-02-14T22:00,-4.2,32,-18.6,-10,0,0,0,0
2022-02-14T23:00,-5.2,34,-18.6,-10.3,0,0,0,0
2022-02-15T00:00,-5.8,36,-18.7,-10.7,0,0,0,0
2022-02-15T01:00,-6.3,37,-18.6,-11.4,0,0,0,0
2022-02-15T02:00,-6.7,39,-18.5,-11.9,0,0,0,0
2022-02-15T03:00,-7.1,40,-18.3,-12.4,0,0,0,0
2022-02-15T04:00,-7.4,42,-18.1,-12.7,0,0,0,0
2022-02-15T05:00,-7.8,44,-18,-13.1,0,0,0,0
2022-02-15T06:00,-8.2,45,-18,-13.4,0,0,0,0
2022-02-15T07:00,-8.5,48,-17.6,-13.5,0,0,0,0
2022-02-15T08:00,-8.6,48,-17.6,-13.7,0,0,0,0
2022-02-15T09:00,-8.7,49,-17.5,-13.9,0,0,0,0
2022-02-15T10:00,-8.7,49,-17.4,-13.5,0,0,0,0
2022-02-15T11:00,-8.8,50,-17.3,-13.6,0,0,0,0
2022-02-15T12:00,-8.9,52,-17.1,-13.7,0,0,0,0
2022-02-15T13:00,-7.8,47,-17.1,-12.8,0,0,0,0
2022-02-15T14:00,-6.5,42,-17.3,-11.9,0,0,0,0
2022-02-15T15:00,-5.1,38,-17.2,-10.2,0,0,0,0
2022-02-15T16:00,-3.7,34,-17.3,-8.4,0,0,0,0
2022-02-15T17:00,-2.4,31,-17.2,-6.7,0,0,0,0
2022-02-15T18:00,-1.3,29,-17,-5.6,0,0,0,31
2022-02-15T19:00,-0.7,28,-17.1,-5.3,0,0,0,0
2022-02-15T20:00,-0.1,27,-17.1,-5.1,0,0,0,0
2022-02-15T21:00,-0.2,28,-16.6,-5.1,0,0,0,0
2022-02-15T22:00,-1.3,38,-13.9,-5.6,0,0,0,0
2022-02-15T23:00,-3,47,-12.8,-7.4,0,0,0,0
2022-02-16T00:00,-3.9,50,-12.8,-8.4,0,0,0,0
2022-02-16T01:00,-4.4,52,-12.9,-9,0,0,0,0
2022-02-16T02:00,-4.9,54,-12.8,-9.5,0,0,0,0
2022-02-16T03:00,-5.3,56,-12.7,-10,0,0,0,8
2022-02-16T04:00,-5.6,58,-12.5,-10.3,0,0,0,8
2022-02-16T05:00,-5.8,60,-12.3,-10.5,0,0,0,9
2022-02-16T06:00,-5.8,62,-12,-10.5,0,0,0,0
2022-02-16T07:00,-6.2,63,-12,-10.9,0,0,0,0
2022-02-16T08:00,-6.2,65,-11.6,-10.9,0,0,0,0
2022-02-16T09:00,-6.1,68,-11,-10.8,0,0,0,0
2022-02-16T10:00,-6,71,-10.3,-10.8,0,0,0,0
2022-02-16T11:00,-5.9,75,-9.6,-10.7,0,0,0,2
2022-02-16T12:00,-5.7,79,-8.8,-10.5,0,0,0,5
2022-02-16T13:00,-3.3,72,-7.5,-7.4,0,0,0,4
2022-02-16T14:00,0.3,62,-6,-3.9,0,0,0,0
2022-02-16T15:00,2.7,58,-4.8,-2.3,0,0,0,0
2022-02-16T16:00,4.5,52,-4.6,-0.8,0,0,0,29
2022-02-16T17:00,5.9,47,-4.4,0.9,0,0,0,28
2022-02-16T18:00,6.9,46,-4,1.8,0,0,0,30
2022-02-16T19:00,6.8,48,-3.4,1.8,0,0,0,30
2022-02-16T20:00,6.6,54,-1.9,2.4,0,0,0,30
2022-02-16T21:00,5.7,61,-1.3,1.5,0,0,0,30
2022-02-16T22:00,4.3,66,-1.4,0.6,0,0,0,29
2022-02-16T23:00,3,72,-1.5,-1.1,0,0,0,29
2022-02-17T00:00,2.7,78,-0.8,-1.4,0,0,0,26
2022-02-17T01:00,2.7,84,0.2,-1.3,0,0,0,28
2022-02-17T02:00,2.8,87,0.8,-1.2,0,0,0,30
2022-02-17T03:00,3,89,1.3,-1,0,0,0,39
2022-02-17T04:00,3.3,90,1.7,-0.9,0,0,0,59
2022-02-17T05:00,3.8,89,2.2,-0.4,0,0,0,50
2022-02-17T06:00,4.2,89,2.6,0,0,0,0,55
2022-02-17T07:00,5.2,80,2,0.8,0,0,0,50
2022-02-17T08:00,5.6,81,2.5,1.2,0,0,0,55
2022-02-17T09:00,6.1,82,3.2,1.9,0,0,0,58
2022-02-17T10:00,6.7,81,3.7,2.2,0,0,0,70
